Type,Word,Prior Polarity
strongsubj,dissidence,negative
strongsubj,dissident,negative
strongsubj,dissident,negative
strongsubj,dissidents,negative
strongsubj,dissidents,negative
strongsubj,dissocial,negative
strongsubj,dissolute,negative
weaksubj,dissolution,negative
strongsubj,dissonance,negative
strongsubj,dissonant,negative
strongsubj,dissonantly,negative
strongsubj,dissuade,negative
strongsubj,dissuasive,negative
strongsubj,distaste,negative
strongsubj,distasteful,negative
strongsubj,distastefully,negative
weaksubj,distinct,positive
weaksubj,distinction,positive
weaksubj,distinctive,positive
weaksubj,distinctive,positive
weaksubj,distinctive,positive
weaksubj,distinctly,neutral
weaksubj,distinguish,positive
strongsubj,distinguished,positive
strongsubj,distort,negative
strongsubj,distortion,negative
strongsubj,distortion,negative
weaksubj,distract,negative
strongsubj,distracting,negative
strongsubj,distraction,negative
strongsubj,distraction,negative
strongsubj,distraught,negative
strongsubj,distraughtly,negative
strongsubj,distraughtness,negative
strongsubj,distress,negative
strongsubj,distressed,negative
strongsubj,distressing,negative
strongsubj,distressingly,negative
strongsubj,distrust,negative
strongsubj,distrustful,negative
strongsubj,distrusting,negative
strongsubj,disturb,negative
strongsubj,disturbed,negative
strongsubj,disturbed-let,negative
strongsubj,disturbed-let,negative
strongsubj,disturbing,negative
strongsubj,disturbingly,negative
strongsubj,disunity,negative
strongsubj,disvalue,negative
weaksubj,divergent,negative
weaksubj,diversified,positive
weaksubj,divide,negative
weaksubj,divided,negative
strongsubj,divine,positive
strongsubj,divine,positive
strongsubj,divinely,positive
weaksubj,division,negative
strongsubj,divisive,negative
strongsubj,divisively,negative
strongsubj,divisiveness,negative
weaksubj,divorce,negative
weaksubj,divorce,negative
weaksubj,divorced,negative
strongsubj,dizzy,negative
strongsubj,dizzing,negative
strongsubj,dizzingly,negative
strongsubj,doddering,negative
strongsubj,dodge,positive
strongsubj,dodge,positive
strongsubj,dodgey,negative
strongsubj,dogged,negative
strongsubj,doggedly,negative
strongsubj,dogmatic,negative
strongsubj,doldrums,negative
weaksubj,dominance,negative
weaksubj,dominance,negative
weaksubj,dominant,neutral
weaksubj,dominant,neutral
weaksubj,dominate,negative
strongsubj,domination,negative
strongsubj,domination,negative
strongsubj,domineer,negative
strongsubj,domineering,negative
strongsubj,domineering,negative
strongsubj,doom,negative
strongsubj,doomsday,negative
strongsubj,doomsday,negative
weaksubj,dope,negative
strongsubj,dote,positive
strongsubj,dotingly,positive
strongsubj,doubt,negative
strongsubj,doubt,negative
strongsubj,doubtful,negative
strongsubj,doubtfully,negative
strongsubj,doubtless,positive
strongsubj,doubts,negative
strongsubj,doubts,negative
weaksubj,down,negative
strongsubj,downbeat,negative
strongsubj,downcast,negative
strongsubj,downer,negative
strongsubj,downfall,negative
strongsubj,downfallen,negative
weaksubj,downgrade,negative
strongsubj,downhearted,negative
strongsubj,downheartedly,negative
strongsubj,downright,neutral
strongsubj,downside,negative
strongsubj,drab,negative
strongsubj,draconian,negative
strongsubj,draconic,negative
strongsubj,dragon,negative
strongsubj,dragons,negative
strongsubj,dragons,negative
strongsubj,dragoon,negative
strongsubj,drain,negative
strongsubj,drain,negative
strongsubj,drama,negative
strongsubj,drama,negative
strongsubj,dramatic,neutral
strongsubj,dramatically,neutral
strongsubj,drastic,negative
strongsubj,drastically,negative
strongsubj,dread,negative
strongsubj,dread,negative
strongsubj,dreadful,negative
strongsubj,dreadfully,negative
strongsubj,dreadfulness,negative
weaksubj,dream,positive
weaksubj,dream,positive
strongsubj,dream,positive
strongsubj,dreamland,positive
weaksubj,dreams,positive
weaksubj,dreams,positive
weaksubj,dreamy,positive
strongsubj,dreary,negative
weaksubj,drive,positive
weaksubj,driven,positive
strongsubj,drones,negative
strongsubj,drones,negative
weaksubj,droop,negative
weaksubj,drought,negative
weaksubj,drought,negative
weaksubj,drowning,negative
strongsubj,drunk,negative
strongsubj,drunkard,negative
strongsubj,drunken,negative
strongsubj,dubious,negative
strongsubj,dubiously,negative
strongsubj,dubitable,negative
weaksubj,dud,negative
weaksubj,dull,negative
strongsubj,dullard,negative
strongsubj,dumb,negative
strongsubj,dumb,negative
strongsubj,dumbfound,negative
strongsubj,dumbfounded,negative
strongsubj,dummy,negative
weaksubj,dump,negative
strongsubj,dunce,negative
strongsubj,dungeon,negative
strongsubj,dungeons,negative
strongsubj,dungeons,negative
strongsubj,dupe,negative
weaksubj,durable,positive
weaksubj,durability,positive
weaksubj,dusty,negative
weaksubj,duty,neutral
weaksubj,dwindle,negative
weaksubj,dwindling,negative
weaksubj,dynamic,positive
weaksubj,dying,negative
strongsubj,eager,positive
strongsubj,eagerly,positive
strongsubj,eagerness,positive
strongsubj,earnest,positive
strongsubj,earnestly,positive
strongsubj,earnestness,positive
strongsubj,earsplitting,negative
weaksubj,ease,positive
weaksubj,ease,positive
weaksubj,easier,positive
weaksubj,easiest,positive
weaksubj,easily,positive
weaksubj,easiness,positive
weaksubj,easy,positive
strongsubj,easygoing,positive
strongsubj,ebullience,positive
strongsubj,ebullient,positive
strongsubj,ebulliently,positive
weaksubj,eccentric,negative
weaksubj,eccentricity,negative
strongsubj,eclectic,positive
weaksubj,economical,positive
strongsubj,ecstasies,positive
strongsubj,ecstasy,positive
strongsubj,ecstatic,positive
strongsubj,ecstatically,positive
strongsubj,edgy,negative
strongsubj,edify,positive
weaksubj,educable,positive
weaksubj,educated,positive
weaksubj,educational,positive
weaksubj,effective,positive
weaksubj,effectively,neutral
weaksubj,effectiveness,positive
weaksubj,effectual,positive
weaksubj,efficacious,positive
weaksubj,efficiency,positive
weaksubj,efficient,positive
strongsubj,effigy,negative
strongsubj,effortless,positive
strongsubj,effortlessly,positive
strongsubj,effrontery,negative
strongsubj,effusion,positive
strongsubj,effusive,positive
strongsubj,effusively,positive
strongsubj,effusiveness,positive
weaksubj,egalitarian,positive
strongsubj,ego,negative
strongsubj,ego,negative
strongsubj,egocentric,negative
strongsubj,egomania,negative
strongsubj,egotism,negative
strongsubj,egotistical,negative
strongsubj,egotistically,negative
strongsubj,egregious,negative
strongsubj,egregiously,negative
strongsubj,ejaculate,negative
strongsubj,elaborate,neutral
strongsubj,elan,positive
weaksubj,elate,positive
strongsubj,elated,positive
strongsubj,elatedly,positive
strongsubj,elation,positive
strongsubj,election-rigger,negative
strongsubj,election-rigger,negative
strongsubj,electrification,positive
strongsubj,electrification,positive
weaksubj,electrify,positive
strongsubj,elegance,positive
strongsubj,elegant,positive
strongsubj,elegantly,positive
weaksubj,elevate,positive
weaksubj,elevated,positive
weaksubj,eligible,positive
weaksubj,eliminate,negative
weaksubj,elimination,negative
weaksubj,elite,positive
strongsubj,eloquence,positive
strongsubj,eloquent,positive
strongsubj,eloquently,positive
weaksubj,else,neutral
strongsubj,emaciated,negative
weaksubj,emancipate,positive
strongsubj,emasculate,negative
strongsubj,embarrass,negative
strongsubj,embarrassing,negative
strongsubj,embarrassingly,negative
strongsubj,embarrassment,negative
weaksubj,embattled,negative
strongsubj,embellish,positive
strongsubj,embodiment,neutral
weaksubj,embolden,positive
strongsubj,embrace,positive
strongsubj,embroil,negative
strongsubj,embroiled,negative
strongsubj,embroilment,negative
strongsubj,eminence,positive
strongsubj,eminent,positive
strongsubj,emotion,neutral
strongsubj,emotion,neutral
strongsubj,emotional,negative
weaksubj,emotions,neutral
weaksubj,emotions,neutral
strongsubj,empathize,negative
strongsubj,empathy,negative
weaksubj,emphasise,neutral
weaksubj,emphasise,neutral
strongsubj,emphatic,negative
strongsubj,emphatically,negative
weaksubj,empower,positive
weaksubj,empowerment,positive
strongsubj,emptiness,negative
strongsubj,emptiness,negative
weaksubj,empty,negative
weaksubj,enable,positive
strongsubj,enchant,positive
strongsubj,enchanted,positive
strongsubj,enchanting,positive
strongsubj,enchantingly,positive
weaksubj,encourage,positive
strongsubj,encouragement,positive
strongsubj,encouragement,positive
strongsubj,encouraging,positive
strongsubj,encouraging,positive
strongsubj,encouragingly,positive
weaksubj,encroach,negative
weaksubj,encroachment,negative
strongsubj,endanger,negative
strongsubj,endear,positive
strongsubj,endearing,positive
weaksubj,endless,negative
strongsubj,endorse,positive
strongsubj,endorsement,positive
strongsubj,endorsement,positive
strongsubj,endorser,positive
strongsubj,endurable,positive
strongsubj,endure,positive
strongsubj,enduring,positive
weaksubj,enemies,negative
weaksubj,enemies,negative
weaksubj,enemy,negative
weaksubj,energetic,positive
weaksubj,energetic,positive
weaksubj,energize,positive
strongsubj,enervate,negative
strongsubj,enfeeble,negative
strongsubj,enflame,negative
weaksubj,engage,neutral
strongsubj,engaging,positive
weaksubj,engross,neutral
strongsubj,engrossing,positive
weaksubj,engulf,negative
weaksubj,enhance,positive
weaksubj,enhanced,positive
weaksubj,enhancement,positive
strongsubj,enjoin,negative
weaksubj,enjoy,positive
strongsubj,enjoyable,positive
strongsubj,enjoyably,positive
strongsubj,enjoyment,positive
weaksubj,enlighten,positive
weaksubj,enlightenment,positive
weaksubj,enliven,positive
strongsubj,enmity,negative
strongsubj,ennoble,positive
strongsubj,enormities,negative
strongsubj,enormity,negative
strongsubj,enormous,negative
strongsubj,enormously,negative
weaksubj,enough,neutral
strongsubj,enrage,negative
strongsubj,enraged,negative
strongsubj,enrapt,positive
weaksubj,enrapture,positive
strongsubj,enraptured,positive
weaksubj,enrich,positive
weaksubj,enrichment,positive
strongsubj,enslave,negative
weaksubj,ensure,positive
weaksubj,entangle,negative
weaksubj,entanglement,negative
weaksubj,enterprising,positive
weaksubj,entertain,positive
strongsubj,entertaining,positive
strongsubj,enthral,positive
strongsubj,enthrall,positive
strongsubj,enthralled,positive
strongsubj,enthuse,positive
strongsubj,enthusiasm,positive
strongsubj,enthusiast,positive
strongsubj,enthusiastic,positive
strongsubj,enthusiastically,positive
strongsubj,entice,positive
strongsubj,enticing,positive
strongsubj,enticingly,positive
weaksubj,entire,neutral
strongsubj,entirely,neutral
weaksubj,entrance,positive
strongsubj,entranced,positive
strongsubj,entrancing,positive
strongsubj,entrap,negative
strongsubj,entrapment,negative
strongsubj,entreat,positive
strongsubj,entreatingly,positive
strongsubj,entrenchment,neutral
strongsubj,entrenchment,neutral
weaksubj,entrust,positive
strongsubj,enviable,positive
strongsubj,enviably,positive
strongsubj,envious,negative
strongsubj,enviously,negative
strongsubj,enviousness,negative
weaksubj,envision,positive
weaksubj,envisions,positive
weaksubj,envisions,positive
strongsubj,envy,negative
strongsubj,envy,negative
strongsubj,epic,positive
weaksubj,epidemic,negative
strongsubj,epitome,positive
weaksubj,equality,positive
weaksubj,equality,positive
weaksubj,equitable,positive
strongsubj,equivocal,negative
weaksubj,eradicate,negative
weaksubj,erase,negative
weaksubj,erode,negative
weaksubj,erosion,negative
strongsubj,err,negative
weaksubj,errant,negative
strongsubj,erratic,negative
strongsubj,erratically,negative
strongsubj,erroneous,negative
strongsubj,erroneous,negative
strongsubj,erroneously,negative
weaksubj,error,negative
weaksubj,error,negative
strongsubj,erudite,positive
weaksubj,escapade,negative
strongsubj,eschew,negative
weaksubj,esoteric,negative
weaksubj,essential,positive
strongsubj,especially,positive
strongsubj,esteem,positive
strongsubj,esteem,positive
strongsubj,estranged,negative
weaksubj,established,positive
weaksubj,eternal,negative
strongsubj,eternity,positive
strongsubj,eternity,positive
strongsubj,ethical,positive
strongsubj,eulogize,positive
strongsubj,euphoria,positive
strongsubj,euphoric,positive
strongsubj,euphorically,positive
strongsubj,evaluate,neutral
weaksubj,evaluation,neutral
weaksubj,evaluation,neutral
weaksubj,evade,negative
weaksubj,evasion,negative
weaksubj,evasive,negative
weaksubj,even,positive
weaksubj,evenly,positive
weaksubj,eventful,positive
strongsubj,everlasting,positive
weaksubj,evident,positive
strongsubj,evidently,positive
strongsubj,evil,negative
strongsubj,evil,negative
strongsubj,evildoer,negative
strongsubj,evils,negative
strongsubj,evils,negative
strongsubj,eviscerate,negative
strongsubj,evocative,positive
strongsubj,exacerbate,negative
strongsubj,exact,neutral
weaksubj,exacting,negative
strongsubj,exactly,neutral
strongsubj,exaggerate,negative
strongsubj,exaggeration,negative
strongsubj,exaggeration,negative
strongsubj,exalt,positive
strongsubj,exalt,positive
strongsubj,exaltation,positive
strongsubj,exalted,positive
strongsubj,exaltedly,positive
strongsubj,exalting,positive
strongsubj,exaltingly,positive
strongsubj,exasperate,negative
strongsubj,exasperation,negative
strongsubj,exasperating,negative
strongsubj,exasperatingly,negative
strongsubj,exceed,positive
strongsubj,exceeding,positive
strongsubj,exceedingly,positive
strongsubj,excel,positive
strongsubj,excellence,positive
strongsubj,excellency,positive
strongsubj,excellent,positive
strongsubj,excellently,positive
strongsubj,exceptional,positive
strongsubj,exceptionally,positive
strongsubj,excessive,negative
strongsubj,excessively,negative
weaksubj,excite,positive
strongsubj,excited,positive
strongsubj,excitedly,positive
strongsubj,excitedness,positive
strongsubj,excitement,positive
strongsubj,exciting,positive
strongsubj,excitingly,positive
strongsubj,exclaim,negative
weaksubj,exclude,negative
weaksubj,exclusion,negative
weaksubj,exclusive,positive
weaksubj,exclusively,neutral
strongsubj,excoriate,negative
strongsubj,excruciating,negative
strongsubj,excruciatingly,negative
strongsubj,excusable,positive
strongsubj,excusable,positive
weaksubj,excuse,negative
weaksubj,excuse,negative
weaksubj,excuse,positive
weaksubj,excuses,negative
weaksubj,excuses,negative
strongsubj,execrate,negative
strongsubj,exemplar,positive
strongsubj,exemplary,positive
weaksubj,exhaust,negative
weaksubj,exhaustion,negative
weaksubj,exhaustive,positive
weaksubj,exhaustively,positive
strongsubj,exhilarate,positive
strongsubj,exhilarating,positive
strongsubj,exhilaratingly,positive
strongsubj,exhilaration,positive
strongsubj,exhort,negative
weaksubj,exile,negative
strongsubj,exonerate,positive
strongsubj,exorbitant,negative
strongsubj,exorbitantance,negative
strongsubj,exorbitantly,negative
strongsubj,expansive,positive
weaksubj,expectation,neutral
weaksubj,expectation,neutral
weaksubj,expedient,negative
weaksubj,expediencies,negative
weaksubj,expediencies,negative
weaksubj,expel,negative
weaksubj,expensive,negative
weaksubj,expensive,negative
weaksubj,experienced,positive
weaksubj,expert,positive
strongsubj,expertly,positive
strongsubj,expire,negative
strongsubj,explicit,positive
strongsubj,explicitly,positive
weaksubj,explode,negative
strongsubj,exploit,negative
strongsubj,exploitation,negative
strongsubj,exploitation,negative
weaksubj,expose,negative
weaksubj,exposed,negative
weaksubj,explosive,negative
weaksubj,expound,neutral
weaksubj,expression,neutral
weaksubj,expression,neutral
weaksubj,expressions,neutral
weaksubj,expressions,neutral
weaksubj,expressive,positive
weaksubj,expropriate,negative
weaksubj,expropriate,negative
weaksubj,expropriation,negative
weaksubj,expropriation,negative
weaksubj,expulse,negative
strongsubj,expunge,negative
strongsubj,exquisite,positive
strongsubj,exquisitely,positive
strongsubj,extemporize,neutral
weaksubj,extensive,neutral
strongsubj,extensively,neutral
strongsubj,exterminate,negative
strongsubj,extermination,negative
weaksubj,extinguish,negative
strongsubj,extol,positive
strongsubj,extoll,positive
weaksubj,extort,negative
strongsubj,extortion,negative
weaksubj,extraneous,negative
strongsubj,extraordinarily,positive
strongsubj,extraordinary,positive
strongsubj,extravagance,negative
strongsubj,extravagant,negative
strongsubj,extravagantly,negative
weaksubj,extreme,negative
strongsubj,extreme,negative
strongsubj,extremely,negative
weaksubj,extremism,negative
weaksubj,extremism,negative
weaksubj,extremist,negative
weaksubj,extremists,negative
weaksubj,extremists,negative
strongsubj,exuberance,positive
strongsubj,exuberant,positive
strongsubj,exuberantly,positive
strongsubj,exult,positive
strongsubj,exultation,positive
strongsubj,exultingly,positive
weaksubj,eyebrows,neutral
weaksubj,eyebrows,neutral
weaksubj,fabricate,negative
strongsubj,fabrication,negative
strongsubj,fabulous,positive
strongsubj,fabulously,positive
strongsubj,facetious,negative
strongsubj,facetiously,negative
weaksubj,facilitate,positive
strongsubj,fact,neutral
strongsubj,facts,neutral
weaksubj,factual,neutral
weaksubj,fading,negative
weaksubj,fail,negative
strongsubj,failing,negative
weaksubj,failure,negative
weaksubj,failure,negative
weaksubj,failures,negative
weaksubj,failures,negative
weaksubj,faint,negative
strongsubj,fainthearted,negative
weaksubj,fair,positive
weaksubj,fair,positive
weaksubj,fairly,positive
weaksubj,fairness,positive
weaksubj,fairness,positive
strongsubj,faith,positive
strongsubj,faith,positive
strongsubj,faithful,positive
strongsubj,faithful,positive
strongsubj,faithfully,positive
strongsubj,faithfulness,positive
strongsubj,faithless,negative
strongsubj,fake,negative
weaksubj,fall,negative
strongsubj,fallacies,negative
strongsubj,fallacies,negative
strongsubj,fallacious,negative
strongsubj,fallaciously,negative
strongsubj,fallaciousness,negative
strongsubj,fallacy,negative
strongsubj,fallout,negative
strongsubj,FALSE,negative
strongsubj,FALSE,negative
strongsubj,falsehood,negative
strongsubj,falsely,negative
strongsubj,falsify,negative
strongsubj,falter,negative
weaksubj,famed,positive
weaksubj,familiar,neutral
weaksubj,familiar,neutral
strongsubj,fame,positive
strongsubj,famed,positive
strongsubj,famine,negative
strongsubj,famished,negative
weaksubj,famous,positive
strongsubj,famously,positive
strongsubj,fanatic,negative
strongsubj,fanatical,negative
strongsubj,fanatically,negative
strongsubj,fanaticism,negative
strongsubj,fanatics,negative
strongsubj,fanciful,negative
strongsubj,fancy,positive
strongsubj,fancy,positive
strongsubj,fanfare,positive
strongsubj,fanfare,positive
strongsubj,fantastic,positive
strongsubj,fantastically,positive
strongsubj,fantasy,positive
strongsubj,fantasy,positive
strongsubj,far-fetched,negative
weaksubj,far-reaching,neutral
strongsubj,farfetched,negative
strongsubj,farce,negative
strongsubj,farcical,negative
strongsubj,farcical-yet-provocative,negative
strongsubj,farcically,negative
weaksubj,farsighted,positive
strongsubj,fascinate,positive
strongsubj,fascinating,positive
strongsubj,fascinatingly,positive
strongsubj,fascination,positive
strongsubj,fascism,negative
strongsubj,fascism,negative
strongsubj,fascist,negative
strongsubj,fashionable,positive
strongsubj,fashionably,positive
weaksubj,fast,neutral
weaksubj,fast-growing,positive
weaksubj,fast-paced,positive
weaksubj,fastest-growing,positive
strongsubj,fastidious,negative
strongsubj,fastidiously,negative
strongsubj,fastuous,negative
weaksubj,fat,negative
weaksubj,fatal,negative
strongsubj,fatalistic,negative
strongsubj,fatalistically,negative
weaksubj,fatally,negative
strongsubj,fateful,negative
strongsubj,fatefully,negative
weaksubj,fathom,positive
strongsubj,fathomless,negative
weaksubj,fatigue,negative
weaksubj,fatty,negative
strongsubj,fatuity,negative
strongsubj,fatuous,negative
strongsubj,fatuously,negative
strongsubj,fault,negative
weaksubj,faulty,negative
weaksubj,favor,positive
weaksubj,favor,positive
strongsubj,favor,positive
strongsubj,favorable,positive
strongsubj,favorable,positive
weaksubj,favored,positive
strongsubj,favorite,positive
strongsubj,fawn,both
strongsubj,fawningly,negative
strongsubj,favour,positive
weaksubj,faze,negative
strongsubj,fear,negative
strongsubj,fear,negative
strongsubj,fearful,negative
strongsubj,fearfully,negative
strongsubj,fearless,positive
strongsubj,fearlessly,positive
strongsubj,fears,negative
strongsubj,fears,negative
strongsubj,fearsome,negative
weaksubj,feasible,positive
weaksubj,feasibly,positive
weaksubj,feat,positive
strongsubj,featly,positive
strongsubj,feckless,negative
weaksubj,feeble,negative
weaksubj,feeblely,negative
strongsubj,feebleminded,negative
strongsubj,feel,neutral
strongsubj,feels,neutral
strongsubj,felt,neutral
strongsubj,feeling,neutral
strongsubj,feeling,neutral
strongsubj,feeling,neutral
strongsubj,feelings,neutral
strongsubj,feelings,neutral
weaksubj,feign,negative
weaksubj,feint,negative
strongsubj,feisty,positive
strongsubj,feisty,positive
strongsubj,felicitate,positive
strongsubj,felicitous,positive
strongsubj,felicity,positive
strongsubj,fell,negative
weaksubj,felon,negative
weaksubj,felonious,negative
strongsubj,ferocious,negative
strongsubj,ferociously,negative
strongsubj,ferocity,negative
weaksubj,fertile,positive
weaksubj,fertile,positive
strongsubj,fervent,positive
strongsubj,fervently,positive
strongsubj,fervid,positive
strongsubj,fervidly,positive
strongsubj,fervor,positive
weaksubj,feverish,negative
strongsubj,festive,positive
strongsubj,fetid,negative
weaksubj,fever,negative
strongsubj,fiasco,negative
weaksubj,fiat,negative
weaksubj,fiat,negative
strongsubj,fib,negative
strongsubj,fib,negative
strongsubj,fibber,negative
strongsubj,fickle,negative
weaksubj,fiction,negative
weaksubj,fiction,negative
weaksubj,fictional,negative
strongsubj,fictitious,negative
strongsubj,fidelity,positive
strongsubj,fidget,negative
strongsubj,fidgety,negative
strongsubj,fiend,negative
strongsubj,fiendish,negative
weaksubj,fierce,negative
weaksubj,fiery,positive
weaksubj,fight,negative
weaksubj,fight,negative
weaksubj,figurehead,negative
weaksubj,figurehead,negative
strongsubj,filth,negative
strongsubj,filthy,negative
weaksubj,finagle,negative
strongsubj,finally,neutral
weaksubj,fine,positive
weaksubj,fine,negative
strongsubj,finely,positive
weaksubj,firm,neutral
weaksubj,firm,neutral
weaksubj,firmly,neutral
weaksubj,first-class,positive
strongsubj,first-rate,positive
weaksubj,fissures,negative
weaksubj,fissures,negative
weaksubj,fist,negative
strongsubj,fit,positive
strongsubj,fitting,positive
strongsubj,fixer,neutral
strongsubj,fixer,neutral
strongsubj,flabbergast,negative
strongsubj,flabbergasted,negative
weaksubj,flagging,negative
strongsubj,flagrant,negative
strongsubj,flagrantly,negative
weaksubj,flair,positive
strongsubj,flak,negative
strongsubj,flak,negative
weaksubj,flake,negative
weaksubj,flakey,negative
weaksubj,flaky,negative
weaksubj,flame,positive
weaksubj,flame,positive
weaksubj,flash,negative
weaksubj,flash,negative
weaksubj,flashy,negative
strongsubj,flat-out,negative
strongsubj,flatter,positive
strongsubj,flattering,positive
strongsubj,flatteringly,positive
strongsubj,flaunt,negative
weaksubj,flaw,negative
weaksubj,flaw,negative
weaksubj,flaws,negative
weaksubj,flawed,negative
weaksubj,flawed,negative
strongsubj,flawless,positive
strongsubj,flawlessly,positive
strongsubj,fleer,negative
weaksubj,fleeting,negative
strongsubj,flexible,positive
strongsubj,flighty,negative
strongsubj,flimflam,negative
weaksubj,flimsy,negative
strongsubj,flirt,negative
strongsubj,flirty,negative
weaksubj,floor,neutral
strongsubj,floored,negative
strongsubj,flounder,negative
strongsubj,floundering,negative
strongsubj,flourish,positive
strongsubj,flourishing,positive
strongsubj,flout,negative
weaksubj,fluent,positive
weaksubj,fluster,negative
strongsubj,foe,negative
strongsubj,fond,positive
strongsubj,fondly,positive
strongsubj,fondness,positive
strongsubj,fool,negative
strongsubj,foolhardy,negative
strongsubj,foolish,negative
strongsubj,foolishly,negative
strongsubj,foolishness,negative
weaksubj,foolproof,positive
strongsubj,forbid,negative
strongsubj,forbidden,negative
weaksubj,forbidding,negative
weaksubj,forbidding,negative
weaksubj,force,negative
weaksubj,forceful,negative
strongsubj,foreboding,negative
strongsubj,forebodingly,negative
strongsubj,foremost,positive
strongsubj,forsee,neutral
strongsubj,foresight,positive
strongsubj,foretell,neutral
weaksubj,forfeit,negative
strongsubj,forgave,positive
weaksubj,forged,negative
strongsubj,forget,negative
strongsubj,forgetful,negative
strongsubj,forgetfully,negative
strongsubj,forgetfulness,negative
strongsubj,forgive,positive
strongsubj,forgiven,positive
strongsubj,forgiveness,positive
strongsubj,forgiving,positive
strongsubj,forgivingly,positive
strongsubj,forlorn,negative
strongsubj,forlornly,negative
strongsubj,formidable,negative
strongsubj,forsake,negative
strongsubj,forsaken,negative
strongsubj,forswear,negative
weaksubj,forthright,neutral
strongsubj,fortitude,positive
strongsubj,fortress,neutral
strongsubj,fortress,neutral
strongsubj,fortuitous,positive
strongsubj,fortuitously,positive
weaksubj,fortunate,positive
strongsubj,fortunate,positive
strongsubj,fortunately,positive
strongsubj,fortune,positive
strongsubj,fortune,positive
strongsubj,foul,negative
strongsubj,foul,negative
weaksubj,foul,negative
strongsubj,foully,negative
strongsubj,foulness,negative
strongsubj,fractious,negative
strongsubj,fractiously,negative
weaksubj,fracture,negative
weaksubj,fracture,negative
weaksubj,fragile,negative
weaksubj,fragile,negative
weaksubj,fragmented,negative
strongsubj,fragrant,positive
weaksubj,frail,negative
strongsubj,frank,positive
strongsubj,frankly,neutral
strongsubj,frantic,negative
strongsubj,frantically,negative
strongsubj,franticly,negative
strongsubj,fraternize,negative
weaksubj,fraud,negative
weaksubj,fraud,negative
weaksubj,fraudulent,negative
strongsubj,fraught,negative
strongsubj,fraught,negative
strongsubj,freak,negative
strongsubj,freak,negative
strongsubj,freakish,negative
strongsubj,freakish,negative
strongsubj,freakish,negative
strongsubj,freakishly,negative
strongsubj,frazzle,negative
strongsubj,frazzle,negative
strongsubj,frazzled,negative
weaksubj,free,positive
weaksubj,freedom,positive
weaksubj,freedom,positive
weaksubj,freedoms,positive
weaksubj,freedoms,positive
strongsubj,frenetic,negative
strongsubj,frenetically,negative
strongsubj,frenzied,negative
strongsubj,frenzy,negative
weaksubj,frequent,neutral
weaksubj,fresh,positive
strongsubj,fret,negative
strongsubj,fretful,negative
strongsubj,friction,negative
strongsubj,friction,negative
strongsubj,frictions,negative
strongsubj,frictions,negative
weaksubj,friend,positive
weaksubj,friend,positive
strongsubj,friendliness,positive
strongsubj,friendliness,positive
strongsubj,friendly,positive
weaksubj,friends,positive
weaksubj,friends,positive
weaksubj,friendship,positive
weaksubj,friendship,positive
strongsubj,friggin,negative
strongsubj,fright,negative
strongsubj,fright,negative
strongsubj,frighten,negative
strongsubj,frightening,negative
strongsubj,frighteningly,negative
strongsubj,frighteningly,negative
strongsubj,frightful,negative
strongsubj,frightfully,negative
weaksubj,frigid,negative
strongsubj,frivolous,negative
strongsubj,frolic,positive
strongsubj,frown,negative
strongsubj,frown,negative
weaksubj,frozen,negative
weaksubj,fruitful,positive
strongsubj,fruitless,negative
strongsubj,fruitlessly,negative
weaksubj,fumble,negative
strongsubj,fun,negative
strongsubj,frustrate,negative
strongsubj,frustrated,negative
strongsubj,frustrating,negative
strongsubj,frustrating,negative
strongsubj,frustratingly,negative
strongsubj,frustration,negative
strongsubj,fudge,negative
strongsubj,fudge,negative
strongsubj,fudge,negative
weaksubj,fugitive,negative
weaksubj,fulfillment,positive
weaksubj,fulfillment,positive
weaksubj,full,neutral
weaksubj,fully,neutral
weaksubj,full-blown,negative
weaksubj,full-fledged,positive
weaksubj,full-scale,neutral
strongsubj,fulminate,negative
strongsubj,fume,negative
strongsubj,fun,positive
weaksubj,functional,positive
strongsubj,fundamental,neutral
strongsubj,fundamentally,neutral
weaksubj,fundamentalism,negative
weaksubj,fundamentalism,negative
weaksubj,funded,neutral
strongsubj,funny,positive
strongsubj,funny,positive
strongsubj,furious,negative
strongsubj,furiously,negative
strongsubj,furor,negative
weaksubj,further,neutral
strongsubj,furthermore,neutral
strongsubj,fury,negative
strongsubj,fuss,negative
strongsubj,fuss,negative
strongsubj,fuss,negative
strongsubj,fustigate,negative
strongsubj,fussy,negative
strongsubj,fusty,negative
strongsubj,futile,negative
strongsubj,futilely,negative
strongsubj,futility,negative
weaksubj,fuzzy,negative
strongsubj,gabble,negative
strongsubj,gaff,negative
strongsubj,gaffe,negative
strongsubj,gaiety,positive
strongsubj,gaily,positive
weaksubj,gain,positive
weaksubj,gain,positive
strongsubj,gainful,positive
strongsubj,gainfully,positive
strongsubj,gainsay,negative
strongsubj,gainsayer,negative
strongsubj,gaga,negative
strongsubj,gaggle,negative
strongsubj,gall,negative
strongsubj,gallant,positive
strongsubj,gallantly,positive
strongsubj,galling,negative
strongsubj,gallingly,negative
strongsubj,galore,positive
weaksubj,galvanize,neutral
weaksubj,gamble,negative
weaksubj,gamble,negative
weaksubj,game,negative
strongsubj,gape,negative
weaksubj,garbage,negative
weaksubj,garbage,negative
strongsubj,garish,negative
strongsubj,gasp,negative
strongsubj,gasp,negative
strongsubj,gauche,negative
strongsubj,gaudy,negative
strongsubj,gawk,negative
