,season,episode,geo,text
334,Season_6,The_Red_Woman,In the North,"['Brienne and Podrick meet Sansa and Theon.', ""Ramsay and Maester Wolkan attend to the dead body of Myranda. Ramsay remembers the first time he met her, stating that while other people were afraid of him, she wasn't. The Maester asks if they should bury her or construct a funeral pyre. Ramsay says she is good meat and they should feed her to the hounds.\n"", ""Theon and Sansa, having survived the fall from Winterfell's wall, run through the Wolfswood realizing there are already men with hounds chasing them. Theon tries to hide their scent by crossing a river. Guiding a frightened Sansa, they make it across and hide by a fallen tree with Theon hugging Sansa to try to keep her warm. Hearing the dogs still after them, Theon tries to lead them away, telling Sansa to keep heading north for Jon and Castle Black. A group of Bolton men sent by Ramsay, with the Bastard's Girls, find them. Theon claims Sansa was hurt when they jumped and he left her to die, but the dogs find her. The leader mocks Theon over what Ramsay will do to him now and prepares to bring them back to Winterfell. Brienne and Podrick arrive and a fight begins. Brienne kills most of them while Podrick displays the techniques she taught him, managing to kill one. He is then attacked by another and briefly holds his own before being knocked down but Theon grabs a sword and kills the Bolton man. Sansa accepts Brienne into her service. Where they go next is uncertain.\n"", 'Roose Bolton meets with Ramsay afterward and asks if preemptively assaulting the struggling army of Stannis Baratheon makes him feel like a ""winner"" now that they\'ve lost Sansa. A Lannister army marching north could easily overwhelm the Bolton troops at Winterfell and the Dreadfort. Ramsay assures his father they will recapture Sansa as he\'s sent his best men to find her. Roose continues that they need her to rally the north against the Lannisters, if need be, and subtly warns Ramsay that if he fails to recapture her, his unborn brother will become his heir.\n']"
335,Season_6,The_Red_Woman,In Braavos,"['In Braavos, Arya faces The Waif', 'Arya is blind and begs for money in the streets, when the Waif approaches her with two fighting sticks, and gives her one. Arya explains that she can\'t fight because she\'s blind, the Waif answers ""that\'s not my problem"" and starts beating her. Arya poorly tries to defend herself but fails miserably. The Waif stops and says that they\'ll meet tomorrow.\n']"
336,Season_6,The_Red_Woman,In Meereen,"['Varys and Tyrion walking through Meereen.', ""Varys and Tyrion are seen walking through the city, dressed as merchants. After coming upon a starving woman and her baby, Tyrion offers a coin, saying the money is for the baby, to eat. His poor Valyrian frightens the woman who thinks that he wants to eat her baby. Varys intercedes, explaining to the woman the money is so the baby can eat. The relieved woman accepts Tyrion's generosity.\n"", 'As they continue their walk through the city, Tyrion states that they need to find the leader of the Sons of the Harpy in order to bring peace to Meereen. Varys said that his spies have been sent all over the city, and that soon they will bring him information. Their conversation is interrupted by a crowd of screaming people running from a huge cloud of smoke. The two make their way towards the origin of the smoke: all the ships in the harbor have been set aflame.\n']"
337,Season_6,The_Red_Woman,In the Dothraki Sea,"['Daenerys is captured and offered to Khal Moro.', 'Daario and Jorah are looking for Daenerys, and come upon the charred remains of a ram. They note numerous hoof prints on the ground, making Jorah realize that the Dothraki have been here. On the ground, he finds the ring that Daenerys intentionally dropped.\n', ""Daenerys is shown walking with her hands bound, and two Dothraki take her to Khal Moro as a gift. The Khal wants to rape her, but she explains who she is, Khal Drogo's widow. The Khal unbinds her and promises her that she will not be harmed. When Daenerys asks to be escorted back to Meereen in exchange for the promise of one thousand horses for her safe return, Moro's wife tells her that she has to remain in the temple of Vaes Dothrak with the other Khals' widows for the remainder of her days and become a Dosh khaleen.\n""]"
338,Season_6,The_Red_Woman,In Dorne,"[""Doran dies after Ellaria's deception."", 'Ellaria helps Doran get to his wheelchair, as they both reminisce about Oberyn, with Doran stating how he envied his late brother for the adventurous life he led. Ellaria states that Doran would have made a bad adventurer, while Oberyn would have been a bad ruler. After settling into his chair, Maester Caleotte brings him a message that Myrcella has died. Before he can give an order, Tyene stabs Areo Hotah in the back, killing him, while Ellaria stabs Doran in the chest. As he lies on the floor his guards do nothing, indicating they have sided with Ellaria. As she twists her knife into Doran, Ellaria angrily says he remained passive despite the brutal deaths of both his sister and brother, and that the people of Dorne are with her, now. As he is gasping, Doran begs Ellaria to spare Trystane, but Ellaria coldly scoffs at him. Doran then dies in a pool of his own blood.\n']"
339,Season_6,The_Red_Woman,In King's Landing,"[""Myrcella's corpse arrives from Dorne."", 'Cersei is sitting alone in her room, when a servant enters and announces that a ship from Dorne has arrived. Realizing that Myrcella has come home, she joyfully runs down to the harbor, only to see a grim-faced Jaime alongside a shrouded body. She tearfully realizes that her daughter has died.\n', ""Later, in the Red Keep, Cersei asks Jaime when was the first time he saw a dead body, to which Jaime replies their mother's. Cersei tells of her memory of the horror she felt after first seeing her mother's corpse, and wishes not to see it happen to Myrcella. She reveals Maggy's prophecy to Jaime, but he dismisses it as nonsense.\n"", 'Meanwhile, Margaery is still imprisoned by the Faith, and the High Sparrow comes to visit her. She asks about her brother, Loras, but he tells her that she has to confess first. When she admits that nobody is without sin, he tells her that she is on the right path but still has a long way to go.\n', ""Obara and Nymeria arrive on Prince Trystane's ship, announcing their intention to kill him. Nymeria offers Trystane the choice of which one of the Sands he'd like to fight, and he chooses Nymeria, only to be killed when Obara impales him through the back of his head as he turns his back on her.\n""]"
340,Season_6,The_Red_Woman,At the Wall,"['At the Wall, the mutineers have left Jon\'s body where he fell. Ghost is scratching at the door in grief and howling, which gets the attention of several people, including Ser Davos, who leaves his room to investigate. Davos finds Jon\'s dead body just before Edd and some other brothers arrive. They take the body inside where Edd clears a table and angrily curses Thorne after closing Jon\'s eyes. Davos asks if Edd trusts any of his brothers, and Edd replies, ""The ones in this room."" Davos convinces Edd to go bring Ghost in, deciding that they need all the help they can get. Melisandre arrives, stating she saw Jon fighting in Winterfell in the flames. Davos and the black brothers doubt the now dead Lord Commander could do such a thing and she returns to her room.\n', ""Alliser Thorne, Othell Yarwyck, and Bowen Marsh hold a meeting with the remaining black brothers stationed at Castle Black and explain their reasoning for killing the Lord Commander. Most of the brothers come to understand them and side with the mutineers. Back inside the room, Davos notes Thorne is sure to have made his move by now. In response, Edd states he doesn't care because Jon was his friend and they butchered him and he rallies the loyal brothers to try and take out Thorne in revenge. Davos responds they are hopelessly outnumbered, stating Ghost isn't enough when Edd brings him up, before reminding them there are others nearby who owe Jon their lives. Realizing he means the Wildlings, Edd instructs them to bar the door and not let anyone in while he sneaks out to get help.\n"", 'Thorne and senior members of the Watch approach the room, with members of the Watch in tow bearing arms. Thorne speaks to Davos through the locked door and promises full amnesty for the members of the Watch. To Davos he offers a fresh horse and safe passage to ride south or in any direction he wishes, and that he can take Melisandre with him. Ser Davos mocks what he knows to be an insincere offer by requesting mutton. Ser Davos tells Thorne he is a poor hunter and does not want to starve, so he needs some mutton for his trip. Thorne promises him food will be provided. Ser Thorne says the offer is available as long as everyone in the room surrenders by sundown.\n', 'Melisandre without her magical glamor of youth.', ""Alone in her bedroom, Melisandre appears despondent, looking as if she has been betrayed and led astray by The Lord of Light. On a table next to her bed are various containers, some small that contain potions and other liquids. She unbuttons the front of her dress showing a young beautiful body. She then removes the dress completely and stands nude before a mirror. When she removes her large necklace the gem loses its glow. In the mirror, Melisandre's reflections shows she has transformed or morphed back to a 400-year-old woman she has been said to be, a frail old woman with sagging breasts, leathery skin and thin wispy white hair. Fully nude, with her head bowed down in a despondent manner, she slowly climbs into bed and pulls the fur blanket on top of her.\n""]"
341,Season_6,Home,Beyond the Wall,"[""Bran watches his father's past."", 'Bran Stark continues his training under the Three-Eyed Raven at the tree. He is shown a scene from Winterfell, watching his father and uncle Benjen training in the yard as young boys. He also sees his aunt Lyanna, Old Nan,\xa0and Ser Rodrik Cassel. He also sees a stableboy that he realizes is a young Hodor - and is surprised that in his youth he was not a lackwit but was intellectually normal and could talk, and his real name is actually ""Wylis"". Though Bran wants to stay, he is dragged out of the vision by the Three-Eyed Raven, who warns him that it is dangerous to stay too long in such visions. Outside the tree, Bran finds Meera Reed, who still appears to be in mourning over her brother\'s death. Though Meera questions the point of her presence during Bran\'s training, Leaf states that Bran will need her when he leaves the tree.\n']"
342,Season_6,Home,At King's Landing,"[""In a tavern, a man drunkenly boasts of having taunted Cersei during her walk of atonement to the great amusement of the other patrons. After he finishes his story, he leaves the tavern to urinate against a wall outside. As he is urinating, he is confronted by Ser Gregor Clegane, who kills him by smashing his head against the wall. Ser Gregor then returns to Cersei's side.\n"", ""The High Sparrow and Jaime converse at Myrcella's funeral."", ""Myrcella's funeral is held at the Great Sept of Baelor but Cersei cannot attend. Tommen has ordered that Cersei be confined to the Red Keep since he is concerned that the Faith Militant will re-arrest her if she steps inside the sept. In the sept, Jaime and Tommen talk about Myrcella and Prince Trystane. Tommen believes that Cersei is to blame for Prince Trystane's death but tells Jaime that he isn't upset with her. Jaime convinces Tommen to go see his mother and apologize to her as the High Sparrow enters the sept. After Tommen leaves, Jaime begins threatening the High Sparrow and asks him why Cersei is being punished for her sins but he isn't, considering he murdered the king he vowed to protect. As Jaime is about to kill the High Sparrow, the High Sparrow seems to be unafraid to die, which confuses Jaime. The High Sparrow explains that if Jaime chooses to kill him then many of the sparrows will die fighting him, but it wouldn't really matter since they have no names or individual power. He says that they mean nothing individually, but together they can overthrow an empire.\n"", 'Tommen visits Cersei in the Red Keep and apologizes for not being more assertive during her imprisonment. He regrets letting the High Sparrow lock her away and says that he should have torn the sept down with the High Sparrow inside of it. He tells her that he needs her help in being a strong ruler. Cersei remains uncharacteristically silent throughout the exchange, but when Tommen is done speaking, she embraces him.\n']"
343,Season_6,Home,In Meereen,"[""Varys and Missandei discuss Daenerys' imprisoned dragons."", ""Missandei and Grey Worm tell Tyrion that Rhaegal and Viserion have not been eating ever since Daenerys left. Tyrion explains that dragons do not do well in captivity and they will probably start eating again if they are unchained. He also suggests that dragons are intelligent enough to remember their friends, and that they will probably not harm Missandei if they meet her again, since she spent so much time with them when they were little. Tyrion and Varys go down below the pyramid, with Tyrion advancing into the darkness alone. One of the dragons emerges from the shadows and Tyrion maintains eye contact. When the other emerges, Tyrion puts down his torch and gently advances. To calm them, Tyrion speaks gently, explaining that some say that dragons are more intelligent than humans;\xa0he\xa0tells that when he was little, his uncle\xa0asked him what\xa0he wanted for his nameday present, and he asked for a dragon – not even a large one, just a little one like him. They all laughed, then Tyrion's father told him dragons were extinct, and Tyrion says he cried himself to sleep that night. He now marvels that he gets to see living ones up close. At this point, Tyrion is finally close enough to release the locking pin on the first dragon's collar. The other comes close, then gingerly turns his head to the side so Tyrion can free him as well. The dragons retreat and Tyrion hastily returns to Varys. Tyrion instructs Varys to punch him in the face if he ever suggests doing anything like that again.\n""]"
344,Season_6,Home,In Braavos,"['Arya rejoins the Faceless Men.', 'Still a beggar on the streets, Arya is again approached by the Waif, who asks her name. Arya says she is ""no one"", at which the Waif hits her. The Waif retorts that she doesn\'t believe that and neither does Arya. She tries to fight back, but the Waif vanishes, replaced with Jaqen H\'ghar. He promises that if she says her name, Arya will sleep under a roof that night, that she will eat, and he will restore her eyes. Each time however Arya says she has no name. Satisfied, he tells Arya to follow him, and that she is a beggar no more.\n']"
345,Season_6,Home,In the North,"['Ramsay kills his father.', ""At Winterfell, Ramsay and Roose discuss with Harald Karstark what to do about Sansa and Jon. After Ramsay suggests storming Castle Black, Roose warns Ramsay that attacking the Night's Watch would turn the entire North against House Bolton, adding that if he does not act more sensibly he will be discarded. Maester Wolkan enters and announces that Roose's wife Walda has given birth to a baby boy. Roose tells Ramsay that he will always be remembered and treated as his firstborn child, but believing that the new son is a threat to his inheritance, Ramsay thanks him for saying so, and then stabs his father to death in front of Wolkan. In his position as the new Lord Bolton, Ramsay orders the maester to announce that Roose was poisoned by their enemies, then personally feeds Walda and his half-brother to the hounds.\n"", ""In the woods, Brienne fills Sansa in on her encounter with Arya, while Sansa is reluctant to talk about her experiences under Ramsay Bolton's tyranny at Winterfell. She admits that she ought to have accepted her help sooner. Theon, wracked with guilt over his betrayal of the Stark family, decides to leave the group and go home instead of joining the Night's Watch. He tells Sansa that Brienne and Pod will do a better job of looking after her, though he tearfully states that he would have gone with her all the way to Castle Black if necessary. He asks to take one of the horses with him, and the two embrace.\n""]"
346,Season_6,Home,In the Iron Islands,"[""At Pyke, it is a dark and stormy night. Yara Greyjoy reads a letter to King Balon Greyjoy about how the\xa0Glovers retook Deepwood Motte and killed all of the Ironborn who held the castle. Yara notes that their invasion is now a definite failure since Deepwood Motte was the last stronghold that the Ironborn held in the North. Balon tells her that they will continue fighting, but Yara argues that invading the North is pointless since they are unable to hold the strongholds they conquer against the mainland armies and the strongholds in the mainlands aren't really valuable to the Ironborn because they are so far away from the sea. Balon says that one of the reasons that the invasion wasn't successful was because Yara wasted men when she attempted to rescue Theon, which she says she will not apologize for. Yara continues to try to convince Balon to end the rebellion, saying the only reason they were able to take strongholds in the North in the first place was because the Northerners were in the south fighting a war, and now that war is over. She reminds Balon that the last time they provoked the Mainlanders too far they were crushed and her two oldest brothers were killed. Balon tells her that when she rules she can be content with their current standing, but for now she needs to obey his commands or he will make another heir who will.\n"", ""Yara and Aeron hold Balon's funeral."", ""Balon starts walking on the swinging rope bridge that separates two of the towers of Pyke. Through the storm, he sees a man standing on the bridge who is blocking his way. He tells the man to get out of the way, but the man reveals himself to be Balon's younger brother, Euron Greyjoy. Balon tells him that he's surprised that he's still alive, and Euron mocks the Drowned God, telling Balon that he is the Drowned God. Balon inquires about a rumor that Euron lost his senses during a storm and his crew had to tie him to the mast of the ship to prevent him from jumping overboard. Euron doesn't deny the rumor, and explains to Balon that he cut the tongues out of all of his crew members because he wanted silence. Euron then says that Balon is too old to rule and that he's been ruling long enough and it's someone else's turn. Balon tells Euron that he isn't a true Ironborn because he lost his wits during a thunderstorm and tries to stab him, but Euron throws him off the rope bridge to his death.\n"", ""At Balon's funeral, Yara tells the priest, Aeron Greyjoy, Balon's youngest brother, that she will find the person who did this and feed them to sharks while they're still alive. She swears to do this upon the Salt Throne and Aeron explains to her that she isn't the ruler yet, because the law says that the Kingsmoot chooses the next ruler. Yara argues that her father wanted her to rule, but Aeron says that he doesn't make the law.\n""]"
347,Season_6,Home,At the Wall,"[""At Castle Black, nightfall has arrived and the band of black brothers loyal to Jon have not yet surrendered. When Davos refuses a final ultimatum from Ser Alliser Thorne by drawing Longclaw while the others draw their swords, the acting Lord Commander orders the door to be battered down with a sledgehammer. Before the mutineers can break in, however, Edd returns with Tormund Giantsbane and an army of wildlings. Though Thorne demands that the watchmen stand and fight, only one of them is stupid enough to try it and is almost immediately cut down by Tormund, enabling an almost bloodless takeover. One archer foolishly looses a crossbow bolt into Wun Wun's back, which only results in the angry giant seizing him from his perch and dashing him against a stone wall before throwing the mangled body at Thorne's feet. The watchmen, seeing this, quickly throw down their arms and surrender. Thorne tries to attack while Olly angrily rushes Tormund with a sword, but Thorne is seized and Tormund easily disarms Olly and pushes him into waiting arms. No wildlings are hurt.\n"", 'Jon Snow is resurrected.', 'Thorne, Olly and the officers who mutinied alongside him are led away to the Ice Cells. Edd brings Tormund to see Jon\'s corpse; noting the many wounds, Tormund quietly says that he\'ll have his men start gathering wood for pyres. Davos visits Melisandre, who has donned her normal glamor but is still gripped by a crisis of faith. When he asks her if reviving Jon is possible, she admits to having seen it done, but insists that she cannot do it, having lost faith in the Lord of Light due to the failure of her predictions regarding Stannis Baratheon to come true. After Davos implores her simply to try, she agrees. After washing Jon\'s wounds clean and burning his hair, she attempts to revive him using murmured High Valyrian incantations, but it seems they have no effect. After a moment Tormund leaves, and Melisandre offers a final ""please"" in the Common Tongue, but leaves the room despondent. Edd and finally Davos follow her a moment later. Once the room is empty however, Ghost, who had been sleeping underneath the table upon which Jon was lying, perks up, and Jon suddenly awakens, gasping for air.\n']"
348,Season_6,Oathbreaker,At the Wall,"['Jon Snow returns.', 'As Jon Snow awakens and gasps for air, he slowly sits up and scans the room. He then looks down and is horrified by his stab wounds, confirming that it\'s not a bad dream he had. Davos Seaworth, having returned to the room on hearing the noise, is shocked but relieved and quickly helps Jon as he struggles to walk. Davos asks Jon if he remembers anything. Jon, still shocked, says yes, he remembers getting stabbed by Olly and Alliser Thorne for bringing the Wildlings to Castle Black. Melisandre enters, shocked that the resurrection has worked. She then goes to Jon and asks him where he was after his death. Jon replies he saw nothing, much to Melisandre\'s disappointment. Seizing on whatever hope she still has, however, she says that the Lord of Light brought Jon back for a reason; that Stannis was not The Prince That Was Promised, but ""someone must be."" Davos asks Melisandre to leave them alone so Jon can adjust to his revival.\n', 'Davos grabs a stool and notes that Jon was dead and now he isn\'t, which is ""completely fucking mad"", but he can only imagine what Jon thinks of it. Jon laments that he tried to do what he thought was right, but got murdered for it and asks why he returned from the dead. Davos answers that they may never know, but it doesn\'t matter in the end, and the important thing is to fight and go on living for as long as possible. Jon thought he knew how to, but isn\'t sure anymore: he failed. ""Good,"" says Davos, ""and now go fail again.""\n', ""After he has recovered somewhat, Jon dons his Night's Watch armor and the Lord Commander's cape, and walks into the courtyard, seeing many of the Free Folk and his fellow Brothers arrive before him. Jon, still struggling to walk properly, comes down and greets the dumbfounded Tormund. Tormund jokes with the resurrected Lord Commander before hugging him tightly which slightly pains Jon due to his stab wounds. Jon then greets the relieved Eddison Tollett and they embrace. Jon thinks it's still himself in his body, not a wight, so he jokes to hold off on burning his body for the time being.\n"", 'Jon Snow hangs the mutineers.', 'Some time later, Jon oversees the public hanging of the traitors responsible for the Mutiny at Castle Black: Bowen Marsh, Othell Yarwyck, Alliser Thorne and Olly. Jon asks if any of the men have last words to say. Bowen says Jon shouldn\'t be alive, stating that it\'s not right. Jon coldly replies, ""Neither was killing me."" Yarwyck pleads Jon to write his mother in White Harbor that he died honorably fighting the Wildlings. Alliser says he had a choice: to betray his Commander or the Night\'s Watch. He then says that Jon bringing the Wildlings was a dangerous problem and had to be stopped, and warns him that Jon will be fighting their battles forever. Jon gives his respect to him, in that Alliser would follow his convictions even if he knew this would be the result beforehand because he believed he was doing the right thing.\n', ""Jon then moves on to Olly, who says nothing and glares furiously at Jon. Jon reluctantly cuts down the rope, killing all four traitors. Jon looks at Olly's lifeless body. Afterwards, Jon takes off his cloak and hands it to the confused Edd. Jon then says Edd can do whatever he wants with the cloak, unofficially designating Edd as the 999th Lord Commander of the Night's Watch. Jon then leaves the courtyards and declares his watch has ended, leaving the rest of the Brothers look on in shock.\n""]"
349,Season_6,Oathbreaker,In the Narrow Sea,"[""Samwell Tarly, Gilly, and her baby son Sam are sailing on a ship to Oldtown. Gilly and Sam have never been on a ship before. Samwell is seasick and begins throwing up into a chamber pot. Gilly assures Samwell that it won't be long and says that she can't wait to see Oldtown; the ship's captain told her that it's the most beautiful city in Westeros. While Samwell had originally planned to go and study at the Citadel, he adjusts his plans since he cannot bring Gilly and her child along as the Citadel only allows men within its walls.\n"", 'For their safety, Samwell decides to take Gilly and Sam to his ancestral home of Horn Hill. While he does not get on with his father Randyll Tarly, Samwell assures Gilly that his mother and sister are very kind. Samwell wants to do everything to protect Gilly and her child from harm. Despite some unease, Gilly promises to follow Samwell and let him decide what is best for them.\n']"
350,Season_6,Oathbreaker,Beyond the Wall,"[""Ned Stark in Bran's vision."", 'Bran has a vision of the past again. He and the Three-Eyed Raven are at the Tower of Joy in Dorne, shortly after the end of Robert\'s Rebellion. The last two of the Targaryen Kingsguard stand before the Tower and block the way of a small party of Northmen led by Eddard Stark himself. The Three-Eyed Raven identified one of Ned\'s companions as Howland Reed, Meera\'s father. Eddard tells Ser Arthur Dayne and Lord Commander Gerold Hightower to stand down, and asks why they weren\'t at the Trident. Ser Arthur states that Rhaegar Targaryen ordered them here to guard the tower, so there they remained, even as Rhaegar and the Mad King both died. Eddard asks where his sister Lyanna is, but Dayne simply wishes Stark the best in the wars to come. The two Kingsguard draw their swords, with Ser Arthur saying, ""And now it begins,"" to which Eddard replies, ""No, now it ends."" The two sides clash, with Dayne making short work of a few of Ned\'s northmen. Ser Arthur slowly cuts down the number of northmen, but Ser Gerold falls to Ned\'s blade. Eventually, Ser Arthur duels Eddard one-on-one. Bran expresses his shock at Ser Arthur\'s skills, with the Three-Eyed Raven confirming that the Sword of the Morning is better than Ned. Dayne easily gains the upper hand and kicks Ned\'s sword away from him, but is unprepared for Howland stabbing him through the back of the neck. Eddard seems visibly uncomfortable at winning this way, but unhesitatingly delivers the killing blow to the incapacitated Ser Arthur. Bran is shocked, as he had heard tales of this duel and never expected his father to stand for such things.\n', ""Eddard runs towards the tower, having heard a woman's scream come from one of its windows towards the end of the duel. Bran runs to follow Eddard, calling out, but he is told it's time to go by the raven. Ned looks back for a second, seemingly hearing Bran, but then runs into the Tower. Bran tries to follow, but he is forced out of the past and back into the cave by the Three-Eyed Raven, saying he had already been in the past for too long. Bran is both angry and sad at this, but the raven asserts it was for his safety, and again sternly reminds him that the past cannot be changed. The raven further states that he's waited a thousand years for Bran to arrive, and that Bran will not share the raven's destiny. But before he can leave the cave, Bran must learn everything.\n""]"
351,Season_6,Oathbreaker,At King's Landing,"['The ""Little Bird"" Spies', 'Qyburn is in the company of the little birds, children who used to spy for Varys. Qyburn tries to win the favor of the children by attracting them with candied plums from Dorne. Shortly afterwards, Cersei, Jaime Lannister and the reanimated Ser Gregor Clegane enter. Cersei wants Qyburn to gather information from Dorne, Highgarden,\xa0the North and wherever people are trying to take advantage of their losses and plotting against them.\n', 'Jaime and Cersei try to intervene on the small council.', ""At the small council meeting, Grand Maester Pycelle complains about Qyburn and his experiments. Ser Kevan Lannister, now Hand of the King - is heading the Council – which now consists of himself, Pycelle, and Lord Mace Tyrell – with Lady Olenna Tyrell in attendance to lobby for Margaery and Loras Tyrell's release. Cersei, Jaime and Ser Gregor enter the room, startling Pycelle and Mace. On being questioned about what they are doing at a small council meeting, Cersei replies that she is the Queen, only to be corrected by Olenna that the rightful queen is the one married to the king and that Margaery is the one who fits that description. Jaime then argues that he, as Lord Commander of the Kingsguard, also has a right to attend. Pycelle admits that Ser Gerold Hightower once sat on the council, but dismisses this due to the Mad King's eccentricities. Cersei accuses Kevan of not caring for her daughter Myrcella, while Jaime appeals to the bigger picture and urges Kevan to take action against Ellaria Sand and the Sand Snakes who have taken over Dorne after eliminating House Martell. Displeased with the newcomers, Ser Kevan and the small council leave the hall.\n"", ""Meanwhile, an angry King Tommen Baratheon and his Kingsguard visits the High Sparrow to secure permission for Cersei to visit her daughter's resting place in the Great Sept. The High Sparrow replies that Cersei cannot visit because she still has not been cleared for the other sins that she is accused of. Tommen criticizes the High Sparrow for his self-righteous treatment of Cersei after she had atoned for two of her crimes. Despite their differences, the High Sparrow claims admiration for the deep love that Cersei has for her son, Tommen, which he attributes to the divine love of the Mother.\n"", 'When Tommen asks the High Sparrow why he wants to put his mother through more trials, the Sparrow replies that he is merely carrying out the will of the Seven.\xa0He urges the young King to turn to the Seven for wisdom. Before Tommen leaves, less angry and more uncertain, the\xa0High Sparrow tells\xa0him that the Seven have worked through his grandfather and mother even though they may not acknowledge it.\xa0\n']"
352,Season_6,Oathbreaker,In Meereen,"[""In the Great Pyramid, Varys holds court when the Unsullied bring in Vala, a prostitute who is in league with the Sons of the Harpy. She had seduced and murdered several members of the Second Sons and Unsullied. Vala is defiant and states that she opposes the new regime imposed by the Unsullied and Second Sons as illegitimate. She became a prostitute out of patriotic fervor for the old ways. Varys assures Vala he has no interest in torturing her and decides to strike a deal. In return for revealing who is funding the Sons of the Harpy, he offers her and her son safe passage on a ship bound for Pentos with a bag of silver to start a new life. Varys warns her that if she doesn't agree to the offer, she will be executed for her crimes, leaving her son orphaned.\n"", 'Tyrion makes small talk with Grey Worm and Missandei.', 'Meanwhile, Tyrion passes the time by engaging Missandei and Grey Worm in small talk. Tyrion offers to play games with the pair but they are not interested. Before Tyrion can embark on a drinking game, Varys returns and informs them that the Wise Masters of Yunkai, the Good Masters of Astapor, and the Free City of Volantis have been secretly funding the Sons of the Harpy. While Grey Worm advocates attacking the cities, Missandei advises against it since that would leave Meereen unprotected. Using this information, Tyrion asks Varys to use his little birds to send them a message.\n']"
353,Season_6,Oathbreaker,In Vaes Dothrak,"['Daenerys enters the Temple of the Dosh khaleen.', ""Daenerys Targaryen walks with the Dothraki towards Vaes Dothrak and is ushered into the the Temple of the Dosh Khaleen by Khal Moro's bloodriders. The High Priestess of the Dosh Khaleen orders the bloodriders to leave and strips Daenerys naked, giving her a robe which the dosh khaleen wear. As Daenerys puts on her new clothes, she tells the high priestess that she will soon regret what she has done as she was the wife of a great khal, the Queen of Meereen, and the Mother of Dragons. The high priestess retorts that she herself was the wife of a previous Great Khal, Savo. Just as Daenerys thought she would conquer the world at Drogo's side, so did the high priestess think she would conquer the world at Savo's. But Savo was slain, and she joined the dosh khaleen. She is now content, just as Daenerys would be in time, if she is in fact allowed to join them. When Dany expressed confusion, the priestess points out that khaleesi are supposed to return to Vaes Dothrak immediately after their khal's death... but Daenerys went out into the world. She explains that all the khalasars have gathered to decide which cities will be sacked and which tribes will be enslaved, and now they will have to decide what to do with Daenerys for not coming to the dosh khaleen after Khal Drogo died - allowing her to join the dosh khaleen being the best outcome.\n""]"
354,Season_6,Oathbreaker,In Braavos,"['Arya trains with the Waif.', 'A blind Arya Stark resumes her training with the Waif and Jaqen H\'ghar, the former of whom beats her repeatedly when she lies. Meanwhile, Jaqen has her mixing potions blindly. During her training, Arya continues sparring with the Waif while answering questions about her family and the Hound. Arya admits to leaving the Hound to die instead of killing him, despite wanting his death. The Waif then interrogates Arya about the people on her list: Cersei, Gregor Clegane and Walder Frey. The Waif voices her disbelief that Arya\'s list is so short, but Arya counters by asking which name she wants added. When Arya insists that she is no one, the Waif does not believe her and tries to hit her. However, Arya is able to deflect her blow and leap out of the way, surprising the Waif. After confirming that Arya has mastered blind sparring, Jaqen approaches Arya and offers to give back her sight if she tells him her name. Arya replies that ""a girl has no name."" Jaqen then leads Arya to the well where he scoops up a bowl of water, which he offers her. She is reluctant, as others have drunk from it and died, but he says that if she is truly ""no one"" there is nothing to fear. Arya drinks from the bowl and her sight is restored. When Jaqen asks Arya who she is, she replies that she is no one.\n']"
355,Season_6,Oathbreaker,At Winterfell,"[""The Umbers led by Smalljon Umber travel to Winterfell to meet Ramsay Bolton, the new Lord of Winterfell and Warden of the North. Smalljon and Ramsay chat about their experiences with their fathers. Smalljon mentions that his father Greatjon Umber is dead but admits that he would have killed him if the opportunity arose. Ramsay denies murdering the late Roose Bolton and claims that he was poisoned by his enemies, but Smalljon doesn't bother believing him.\n"", 'Rickon returns home under a new rule.', 'Smalljon has come to forge an alliance with the Boltons against Jon Snow and the Wildlings. However, he refuses to bow to Ramsay; citing the late Robb Stark\'s betrayal at the hands of Roose. Smalljon then reveals that he has a ""gift"" for Ramsay, who asks if it is a girl, hoping for Sansa Stark. Smalljon replies otherwise and Umber guards enter the room with two hooded figures. The first turns out to be Osha – the second is Rickon Stark, Ned Stark\'s youngest child. Osha and Rickon appear uncomfortable to find themselves in Ramsay\'s presence. When Ramsay asks Smalljon to verify Rickon\'s identity, an Umber retainer enters the room carrying the severed head of the direwolf Shaggydog, and Rickon\'s expression of dismay confirms this was his pet. Satisfied, a gleeful Ramsay sarcastically welcomes Rickon home.\n']"
